"BTS";"NUM_TRAINS";"NUM_NOSYS";"SUM_T10_TRAINS";"SUM_T10_SYS";"MIN_BFQ";"Q25_BFQ";"Q50_BFQ";"Q75_BFQ";"MAX_BFQ";"ANZ_SYS"
"125A";59;5;30624,3863131796;34769,3597801186;1;1,00847723928012;1,02894200386692;1,29908457515088;1,55155209844663;2
"125B";40;2;19987,0184183175;21373,5892345396;1;1,00878913605341;1,03565848768446;1,10488264089661;1,26251613323056;2
"125C";38;1;18930,0965926177;20354,4582447854;1;1,00191006770954;1,02894200386692;1,12140988493131;1,29088404361344;2
"127A";25;4;13508,465133317;14986,0984980486;1;1,00776099806158;1,09870346780409;1,22444190284517;1,29227980532274;2
"127C";40;4;19915,5790305623;21340,8988832322;1;1,00573020312862;1,03774048473527;1,13140327551099;1,29088404361344;2
"127D";8;0;3989,60508963252;4417,96299580094;1,00978630356018;1,00978630356018;1,01810058627281;1,23884231418422;1,28204354820136;2
"127E";169;13;84733,7439401672;88832,6081988713;1;1,00877540409711;1,03754042609143;1,08931306562846;1,16939940716404;2
"129A";200;16;99555,385258466;103997,381470816;1;1,00817199141265;1,0209974203648;1,07308114440953;1,17329716128294;2
"129";34;3;19022,2753666031;23552,9545913088;1;1,06354556868988;1,15811538032725;1,43432224423075;1,62642570792894;2
"131A";166;15;80979,0304007449;84853,7903335517;1;1,00781751102966;1,02894200386692;1,08874087349863;1,18825866009492;2
"131B";267;24;131671,658976552;137103,311146933;1;1,00764027083816;1,01912777879367;1,05923510829491;1,17329716128294;2
"133A";147;14;85757,0170670154;112546,204402203;1;1,04127855302011;1,32607324178956;1,54159824215578;1,89299035659841;2
"133B";106;10;59293,1197512098;72594,4342204264;1;1,00889310164451;1,22022542333019;1,43043995598682;1,68016239385567;2
"137";16;0;8118,59069025049;8550,9350851196;1;1;1,01602277592448;1,01602277592448;1,24381616863779;2
"139A";111;9;59746,7550823534;66292,596501129;1;1,00889310164451;1,09530220468768;1,17722620581086;1,42194562894874;2
"139B";98;8;57867,2595871948;77277,3096880435;1;1,05547743174054;1,44635898564248;1,53329436245032;1,7938765405262;2
"143B";39;3;19573,4184414771;23413,0957123295;1;1,04120793515331;1,05772712427191;1,21868901188509;1,73174434296804;2
"143";53;4;28040,3966556472;32614,6446689936;1;1,05547743174054;1,13881695855606;1,28811488864953;1,40032717779865;2
"145B";25;2;14386,4328799695;17995,8639209735;1;1,06403765557863;1,20587412124169;1,45725018250649;1,62642570792894;2
"147";40;4;22540,2239819462;26042,8316591915;1;1,03754042609143;1,11471532373494;1,26972684612476;1,52587408565597;2
"149";99;7;53370,3398418444;62569,2085520548;1;1,02894200386692;1,10830185709267;1,29206488386922;1,60615645678973;2
"151";18;0;10851,1669566763;12524,8763936568;1;1;1,07138346032772;1,27148111545876;1,57478727688255;2
"153";176;15;89672,4007803031;97877,7192415374;1;1;1,04356554380123;1,17102129508543;1,29227980532274;2
"155B";83;10;44592,9310240406;49693,9129079618;1;1,00883425287081;1,10830185709267;1,22444190284517;1,29227980532274;2
"157A";85;8;43135,6426494482;47293,4579579532;1;1,00889310164451;1,04075971248974;1,17102129508543;1,29227980532274;2
"157B";104;9;53684,6094796311;58472,5184668803;1;1,00889310164451;1,04410149476938;1,13837959545442;1,29971525567649;2
"157";79;6;40280,972970337;44396,2156496629;1;1,00889310164451;1,06524751586254;1,19321623568982;1,3053898413558;2
"15";17;1;9968,58998946591;12097,6383987657;1;1,12399607480283;1,20351645942822;1,29185872936496;1,47649216397025;2
"161";72;6;39234,4325609415;45901,3215324703;1;1,06608296131289;1,14488995513765;1,24900511439512;1,53344828468998;2
"163A";27;2;13851,0000377395;15518,4997137776;1;1;1,03831437553724;1,08732874613789;1,62302822710272;2
"163B";78;7;39079,7584679495;40988,4128797378;1;1;1,05297188754259;1,08971635997335;1,18825866009492;2
"165";47;2;25033,5133898677;29164,7540678228;1;1,08948193864406;1,12736641656825;1,2127349333757;1,53344828468998;2
"167A";25;3;13582,9006378221;14843,9675518707;1;1;1,09858589452661;1,14190847965836;1,29237837710154;2
"167";40;3;20774,7859292599;22568,968720434;1;1;1,05166830153215;1,14862454751997;1,27496437909893;2
"169";182;18;93132,4246789217;100679,5717504;1;1,00877540409711;1,03785046947488;1,14778476498813;1,29951216803809;2
"171A";1;0;592,84316948591;635,143803942809;1,0713521494961;1,0713521494961;1,0713521494961;1,0713521494961;1,0713521494961;1
"171";10;1;5365,79944494219;6158,04501707519;1;1,07912489946189;1,16289416564461;1,22036571462904;1,25854829090351;2
"173A";20;1;12426,2846167409;16303,1738024157;1;1,12640328491812;1,46047560447392;1,50683209646963;1,68470486349805;2
"173B";178;17;90264,2773861344;98409,8605594127;1;1,00945827885043;1,03816051285833;1,16939940716404;1,29951216803809;2
"173C";199;19;100829,876111912;111626,559087114;1;1,02428246928449;1,03816051285833;1,22236423704521;1,29951216803809;2
"177A";134;12;69087,4292485488;75894,0540658369;1;1,02894200386692;1,04093995966924;1,19067169690065;1,29227980532274;2
"177B";50;6;25867,3599326204;27633,6790740828;1;1,00877540409711;1,02894200386692;1,08167902607394;1,29951216803809;2
"17";61;6;32249,1611134271;36575,0065014316;1;1,09653712323122;1,13860043826612;1,1695360668578;1,33829940929255;2
"181";67;5;33435,1477935991;34686,6267962934;1;1;1,03315646251058;1,05531069573397;1,17227649273016;2
"183";33;4;16586,592824172;17959,2553264469;1;1,05923510829491;1,08931306562846;1,12968447876559;1,15934525444411;2
"185";21;1;11015,2183078678;12900,1509008694;1;1,05547743174054;1,10488264089661;1,18077644936135;1,68015346847748;2
"187A";137;11;71601,3466463639;79247,8664971066;1;1,00877540409711;1,0713521494961;1,22444190284517;1,29227980532274;2
"187B";40;5;21195,7791975965;23491,5999437012;1;1;1,13073810750087;1,18717765583845;1,32731500632007;2
"191";37;1;18167,0767086668;18944,217817704;1;1,01912777879367;1,03831437553724;1,05800670907681;1,10875499546098;2
"193A";100;7;49459,9676644381;52210,5127931866;1;1,0090977308561;1,05178194495746;1,12141009576438;1,15018968107456;2
"193B";104;9;52798,4366467357;56424,8023044362;1;1;1,01707524665682;1,10621358529332;1,29227980532274;2
"195A";92;7;45237,8560929486;48463,4490444621;1;1,03311090206974;1,05601307817557;1,13186855122922;1,21360221249257;2
"195";51;4;23901,1675919236;25857,0323911659;1;1,03349356840032;1,08050407893275;1,13186855122922;1,14966440883383;2
"197B";54;5;28129,3898303882;30499,2727796008;1;1,02299483536275;1,07825631482506;1,13848633010641;1,29672269205862;2
"19";52;5;27948,7153099837;32505,8034591773;1;1,06989650046394;1,14580062341732;1,26053951649591;1,45435986882279;2
"1";57;4;30353,7712407199;36763,1018822048;1;1,01373866612248;1,24747961990341;1,35377575004608;1,50695701055312;2
"201";49;6;24804,1271198896;25628,6171238881;1;1;1,00916594059329;1,0718306945407;1,14409477196316;2
"203";109;7;54013,8444737895;57527,5100303086;1;1,00764027083816;1,02569787663305;1,11219430154436;1,31884419098129;2
"207A";46;4;24413,3206132454;26190,5865382934;1;1;1,04032290261044;1,1185602759634;1,29637639510648;2
"209";42;4;22519,1776215552;27070,3753377586;1;1,0718306945407;1,15031866742524;1,36198367585781;1,5300481665722;2
"215A";142;11;71488,8732855487;75423,0291500086;1;1;1,01204492826416;1,08948193864406;1,32731500632007;2
"215B";123;11;63137,0874460278;66369,5173503774;1;1;1,00856405888808;1,05923510829491;1,32885611976835;2
"21";59;5;32273,9646878375;40180,6224640687;1;1,00889310164451;1,21758188512117;1,49549645644469;1,58443303191213;2
"221";38;2;18399,7693547538;19647,9278836461;1;1,00856405888808;1,07689173933371;1,11965548861073;1,15018968107456;2
"223";86;12;42572,4914678576;44259,7002640538;1;1;1,04410149476938;1,0518933466645;1,17235760137156;2
"225";23;0;11331,1075840177;11870,3618524183;1,00856405888808;1,00856405888808;1,03171041931422;1,08456948349734;1,16813501721849;2
"251";138;9;67423,1953324215;70266,4658557578;1;1,00916594059329;1,03030380874366;1,05923510829491;1,15395651991276;2
"253";17;1;8271,3162712019;8677,57422139736;1;1,0099284996406;1,03644818761773;1,06524751586254;1,13738528100257;2
"279";40;2;19987,0184183175;21902,6717282314;1;1,03917801936965;1,06685678652899;1,13816625632461;1,28114041588764;2
"287";1;0;494,965310774064;502,506316794503;1,0152354232838;1,0152354232838;1,0152354232838;1,0152354232838;1,0152354232838;1
"289";25;2;12558,4666432848;13553,188097054;1;1,00877540409711;1,01707524665682;1,15044765377591;1,28329833274812;2
"291";25;1;13623,3354340536;15463,6313273098;1;1,09870346780409;1,11400064375302;1,22505446780823;1,35507253143848;2
"293";152;14;83342,431215258;102789,984283382;1;1,06291776764699;1,18895157893041;1,47148146110903;1,62870645982287;2
"295";10;1;4904,55922444493;5558,40042743448;1;1,02445079332751;1,0904043089341;1,22201176692307;1,3469272126643;2
"297";46;2;23171,51355372;25939,8827013755;1;1,03197678304532;1,08982700329438;1,21784397551225;1,29951216803809;2
"299";14;6;8387,22519708884;8682,24239983558;1;1;1,00428202944404;1,0243792226927;1,26615225381936;2
"303";102;6;54550,9735442534;61957,7756327143;1;1,04410149476938;1,13643673520756;1,19509801122676;1,42194562894874;2
"305";30;2;14865,0646505188;15680,9513902776;1;1,00978630356018;1,03785046947488;1,0965961877225;1,16939940716404;2
"319";73;6;38634,8350281702;49687,2638981634;1;1,14113843446284;1,35623433112128;1,46781877306557;1,52886307976979;2
"31";29;1;14595,1696178095;18189,6775565712;1;1,12399607480283;1,31322886778103;1,32323408334572;1,46306650469549;2
"329";30;4;16165,2782161535;18443,1164779492;1;1;1,12037121517128;1,27533107676676;1,3906450510757;2
"33";85;8;45363,9047224496;56060,6011898034;1;1,06185771941609;1,23831769562833;1,42907081523286;1,55661135947786;2
"35";41;3;21443,959045102;24669,4741574924;1;1,08705655862579;1,13856638355255;1,22444190284517;1,35107734015625;2
"37";136;13;77157,2931226803;91711,9954867237;1;1,04249633308498;1,2270382863091;1,30762434128175;1,51157230642742;2
"39A";63;4;33616,1807845135;38761,0298416615;1;1,04499245939382;1,12736641656825;1,2690440287619;1,38448887374074;2
"39B";59;5;31645,3940361197;35215,9787178515;1;1,04120793515331;1,10488264089661;1,16716647226507;1,33868744120721;2
"41";65;6;34539,2417846512;44844,8090222115;1;1,12129082255521;1,36591238584246;1,42629432840312;1,52508964111308;2
"43";39;2;22905,1677069214;29626,3012275948;1;1,08368260644032;1,28388325510745;1,57165767480372;1,86256431058964;2
"47";11;3;6122,51594358093;7306,23038687166;1;1;1,30953145364073;1,31389299740048;1,44861204981237;2
"53";82;5;47603,4496161078;61766,3816330289;1;1,05183292990372;1,35020373634885;1,63013017561195;1,76680178077122;2
"55A";29;6;15780,74606523;17669,259501549;1;1;1,15537548921817;1,21616395691033;1,32010296430355;2
"55B";51;5;28720,5015244861;35762,7853758099;1;1,08707003278748;1,28969383143203;1,37523420743677;1,56938220270215;2
"57A";177;17;96277,7060857183;113014,005296854;1;1,05923510829491;1,17209054932787;1,29789431567157;1,47964353113719;2
"57B";134;11;70202,1634654932;80325,4133040575;1;1,0718306945407;1,12129082255521;1,26870754454875;1,4006893049459;2
"5";42;4;23294,7955466692;28643,5213091138;1;1,01373866612248;1,17915400783891;1,49527839364693;1,55729394383341;2
"61";38;2;19307,1991404776;22760,5054085406;1;1,12196713561712;1,17984537669573;1,25810091580304;1,33052199212554;2
"63B";66;6;32855,6017431469;36608,9129969991;1;1,05109640358696;1,13311592424725;1,14246837720428;1,38209864244547;2
"65";50;4;26398,1048180115;29934,4537152286;1;1,06602811231043;1,15006410966126;1,18925200565511;1,29088404361344;2
"67";49;4;23727,9161908226;26012,6964258607;1;1,04674898647362;1,13127556344083;1,14277085977152;1,21169627852671;2
"71";44;4;20100,0312038277;22411,7933547508;1;1,12631051133049;1,13658452924231;1,14156092950257;1,20938216901162;2
"73";38;3;19560,7706602481;22626,9127819058;1;1,08705655862579;1,15400393020028;1,22444190284517;1,31884419098129;2
"741";42;9;23254,9543896163;27376,1718865523;1;1,04342698463171;1,18238371739969;1,30877222398312;1,41904972170674;2
"75";53;5;27296,9610772362;31087,7871453796;1;1,05923510829491;1,12204829758523;1,22444190284517;1,31884419098129;2
"777";3;0;1495,28881030857;1507,51895038351;1;1,00458297029664;1,00916594059329;1,01312059362506;1,01707524665682;1
"77A";124;11;66388,1166322997;73903,5832664621;1;1,00916594059329;1,11490158642772;1,23828789528961;1,31134315329342;2
"77B";85;6;45935,1321916902;56654,5622819575;1;1,00889310164451;1,28839320151232;1,41615673300151;1,49053848600498;2
"79";135;13;71167,390851295;77621,414495901;1;1,01213668991886;1,05923510829491;1,12497195005535;1,38139952421985;2
"81A";107;8;55889,2886713688;61218,4335041405;1;1,01213668991886;1,05923510829491;1,14082990474928;1,35666397953036;2
"81B";27;2;14463,5968444918;17852,8678218139;1;1,0718306945407;1,23943088847136;1,40148533604972;1,58716972721712;2
"87";56;4;30578,7076163683;38093,8233277192;1;1,01373866612248;1,33186152122714;1,42300405519578;1,46762192079836;2
"89";137;7;69766,5749545994;75777,8593759265;1;1,00916594059329;1,03644818761773;1,13764391061868;1,35998393204229;2
"91";99;6;48951,9115617396;51236,8714860143;1;1,01001943418566;1,03716659393331;1,07799009138674;1,14842268273567;2
"93";25;5;13174,0152043186;13840,6055204142;1;1,00764027083816;1,009562162476;1,0718306945407;1,29088404361344;2
"95";128;7;62719,6259940409;65201,8523023682;1;1,00916594059329;1,01779203544233;1,05522732773068;1,17384025148237;2
"97";274;24;138547,124197453;149884,380133961;1;1,00917283466085;1,04410149476938;1,13684948530063;1,31945465129632;2
"99";42;4;24631,075878186;36279,7620864973;1;1,05547743174054;1,7770444495342;1,91340320960263;2,11619525754533;2
"9A";62;1;32310,1387059546;37026,0511574312;1;1,03754042609143;1,12053372323211;1,2446169675915;1,38598584518947;2
"9B";70;6;35871,2650300084;39767,529321216;1;1,00889310164451;1,09247241426608;1,20301778873032;1,32310824419695;2
