"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"285-2";2500;1;80;61;"G";0,9077;983,383650415768;"177A"
"285-2";2500;1;80;61;"G";0,9077;983,383650415768;"177B"
"285-2";2500;1;80;58;"G";0,9;983,383650415768;"181"
"285-2";2500;1;80;58;"G";0,9;983,383650415768;"183"
"G1206-4";1900;1;50;50;"P";0,9524;1227,12105151181;"185"
"285-2";2500;1;80;56;"G";0,9008;983,383650415768;"187A"
"285-2";2500;1;80;56;"G";0,9008;983,383650415768;"187B"
"285-2";2500;1;80;57;"G";0,9038;983,383650415768;"19"
"285-2";2600;1;60;50;"P";0,9189;1032,98345043618;"191"
"285-2";2500;1;60;60;"G";0,906;983,383650415768;"193A"
"285-2";2500;1;80;60;"G";0,9135;983,383650415768;"193B"
"285-2";2600;1;60;61;"P";0,9216;1032,98345043618;"195"
"285-2";2600;1;60;54;"P";0,9239;1032,98345043618;"195A"
"285-2";2600;1;60;53;"G";0,9259;1032,98345043618;"197B"
"285-2";2500;1;60;60;"G";0,906;983,383650415768;"201"
"203-1";1000;1;70;55;"G";0,9266;782,31639342372;"203"
"285-2";2500;1;80;53;"G";0,9348;983,383650415768;"207A"
"285-2";2500;1;60;47;"G";0,9048;983,383650415768;"209"
"285-2";2500;1;80;50;"G";0,9153;983,383650415768;"21"
"285-2";2500;1;80;60;"G";0,9085;983,383650415768;"215A"
"285-2";2500;1;60;58;"G";0,9024;983,383650415768;"215B"
"285-2";2500;1;80;61;"G";0,9388;983,383650415768;"221"
"285-2";2500;1;80;61;"G";0,9388;983,383650415768;"223"
"285-2";2500;1;80;61;"G";0,9388;983,383650415768;"225"
"203-1";1000;1;70;65;"G";0,9275;782,31639342372;"251"
"285-2";2600;1;60;67;"P";0,9412;1032,98345043618;"253"
"285-2";2500;1;80;56;"G";0,9008;983,383650415768;"279"
"285-2";2500;1;80;56;"G";0,9008;983,383650415768;"287"
"285-2";2500;1;60;61;"G";0,9041;983,383650415768;"289"
"285-2";2500;1;80;64;"G";0,96;983,383650415768;"291"
"285-2";2500;1;80;52;"G";0,9079;983,383650415768;"293"
"285-2";2500;1;80;56;"G";0,9008;983,383650415768;"295"
"285-2";2500;1;80;56;"G";0,9008;983,383650415768;"297"
"285-2";2500;1;80;56;"G";0,9008;983,383650415768;"299"
"285-2";2500;1;70;56;"G";0,902;983,383650415768;"303"
"285-2";2600;1;60;55;"P";0,9;1032,98345043618;"305"
"285-2";2500;1;60;58;"G";0,9023;983,383650415768;"31"
"285-2";2500;1;80;44;"G";0,9041;983,383650415768;"319"
"285-2";2500;1;60;58;"G";0,9023;983,383650415768;"329"
"285-2";2500;1;80;52;"G";0,9059;983,383650415768;"33"
"285-2";2500;1;60;62;"G";0,9024;983,383650415768;"35"
"180-1";2200;1;60;54;"G";0,9044;1171,53856994013;"37"
"285-2";2500;1;60;58;"G";0,9023;983,383650415768;"39A"
"285-2";2500;1;80;60;"G";0,9322;983,383650415768;"39B"
"285-2";2500;1;80;54;"G";0,9077;983,383650415768;"41"
"1293-2";1700;1;50;51;"G";0,9487;1468,67315441507;"43"
"285-2";2500;1;60;58;"G";0,9023;983,383650415768;"47"
"285-2";2500;1;60;50;"G";0,9048;983,383650415768;"5"
"285-2";2500;1;50;50;"G";0,9024;1020,70135264965;"53"
"285-2";2500;1;80;58;"G";0,9096;983,383650415768;"55A"
"285-2";2500;1;60;49;"G";0,902;983,383650415768;"55B"
"285-2";2500;1;80;52;"G";0,9096;983,383650415768;"57A"
"285-2";2500;1;60;58;"G";0,903;983,383650415768;"57B"
"285-2";2500;1;80;56;"G";0,9211;983,383650415768;"61"
"285-2";2500;1;80;55;"G";0,9091;983,383650415768;"63B"
"285-2";2500;1;80;53;"G";0,96;983,383650415768;"65"
"285-2";2500;1;80;54;"G";0,9796;983,383650415768;"67"
"285-2";2500;1;80;63;"G";0,9318;983,383650415768;"71"
"285-2";2500;1;80;65;"G";0,9211;983,383650415768;"73"
"285-2";2500;1;80;56;"G";0,9038;983,383650415768;"741"
"285-2";2500;1;80;61;"G";0,9434;983,383650415768;"75"
"285-2";2500;1;80;56;"G";0,9012;983,383650415768;"777"
"285-2";2500;1;60;60;"G";0,9032;983,383650415768;"77A"
"285-2";2500;1;80;56;"G";0,9059;983,383650415768;"77B"
"285-2";2500;1;80;60;"G";0,9266;983,383650415768;"79"
"203-1";1000;1;70;61;"G";0,9159;782,31639342372;"81A"
"285-2";2500;1;80;56;"G";0,9036;983,383650415768;"81B"
"285-2";2500;1;80;56;"G";0,9036;983,383650415768;"87"
"285-2";2500;1;80;58;"G";0,9096;983,383650415768;"89"
"203-1";1000;1;70;62;"G";0,9091;782,31639342372;"91"
"285-2";2500;1;80;61;"G";0,903;983,383650415768;"93"
"203-1";1000;1;70;65;"G";0,9141;782,31639342372;"95"
"285-2";2500;1;80;61;"G";0,903;983,383650415768;"97"
"285-2";2500;1;80;52;"G";0,9107;983,383650415768;"99"
"285-2";2500;1;80;56;"G";0,9038;983,383650415768;"9A"
"285-2";2500;1;80;60;"G";0,9;983,383650415768;"9B"
