"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"1293-2";1700;1;50;40;"G";0,9444;1468,67315441507;"151"
"285-2";2400;1;70;64;"G";0,9148;956,469649570973;"153"
"285-2";2400;1;70;64;"G";0,9008;956,469649570973;"155B"
"285-2";2500;1;60;64;"G";0,9241;983,383650415768;"157"
"285-2";2500;1;60;65;"G";0,9059;983,383650415768;"157A"
"285-2";2500;1;60;61;"G";0,9231;983,383650415768;"157B"
"285-2";2500;1;60;56;"G";0,9028;983,383650415768;"161"
"G1206-4";1900;1;50;62;"P";0,9259;1227,12105151181;"163A"
"285-2";2400;1;70;56;"G";0,9012;956,469649570973;"163B"
"285-2";2500;1;60;53;"G";0,9787;983,383650415768;"165"
"285-2";2400;1;70;56;"G";0,9077;956,469649570973;"167"
"285-2";2400;1;70;56;"G";0,9077;956,469649570973;"167A"
"285-2";2400;1;70;65;"G";0,9231;956,469649570973;"169"
"285-2";2400;1;70;54;"G";0,918;956,469649570973;"17"
"285-2";2400;1;70;65;"G";0,9077;956,469649570973;"171"
"285-2";2400;1;70;65;"G";0,9077;956,469649570973;"171A"
"1293-2";1700;1;50;42;"G";0,9;1468,67315441507;"173A"
"285-2";2400;1;70;65;"G";0,9101;956,469649570973;"173B"
"285-2";2400;1;70;66;"G";0,9045;956,469649570973;"173C"
"285-2";2400;1;70;65;"G";0,9077;956,469649570973;"177A"
"285-2";2400;1;70;65;"G";0,9077;956,469649570973;"177B"
"285-2";2400;1;70;58;"G";0,9;956,469649570973;"181"
"285-2";2400;1;70;58;"G";0,9;956,469649570973;"183"
"G1206-4";1900;1;50;50;"P";0,9524;1227,12105151181;"185"
"285-2";2400;1;70;56;"G";0,9065;956,469649570973;"187A"
"285-2";2400;1;70;56;"G";0,9065;956,469649570973;"187B"
"285-2";2400;1;70;57;"G";0,9038;956,469649570973;"19"
"285-2";2600;1;60;50;"P";0,9189;1032,98345043618;"191"
"285-2";2400;1;70;60;"G";0,906;956,469649570973;"193A"
"285-2";2400;1;70;60;"G";0,9135;956,469649570973;"193B"
"285-2";2600;1;60;61;"P";0,9216;1032,98345043618;"195"
"285-2";2600;1;60;54;"P";0,9239;1032,98345043618;"195A"
"285-2";2600;1;60;53;"G";0,9259;1032,98345043618;"197B"
"285-2";2400;1;70;60;"G";0,906;956,469649570973;"201"
"203-1";1000;1;70;55;"G";0,9266;782,31639342372;"203"
"285-2";2400;1;70;54;"G";0,9348;956,469649570973;"207A"
"285-2";2400;1;70;47;"G";0,9048;956,469649570973;"209"
"285-2";2400;1;70;50;"G";0,9153;956,469649570973;"21"
"285-2";2400;1;70;60;"G";0,9085;956,469649570973;"215A"
"285-2";2400;1;70;58;"G";0,9024;956,469649570973;"215B"
"285-2";2500;1;60;61;"G";0,9388;983,383650415768;"221"
"285-2";2500;1;60;61;"G";0,9388;983,383650415768;"223"
"285-2";2500;1;60;61;"G";0,9388;983,383650415768;"225"
"203-1";1000;1;70;65;"G";0,9275;782,31639342372;"251"
"285-2";2600;1;60;67;"P";0,9412;1032,98345043618;"253"
"285-2";2400;1;70;56;"G";0,9065;956,469649570973;"279"
"285-2";2400;1;70;56;"G";0,9065;956,469649570973;"287"
"285-2";2400;1;70;61;"G";0,9041;956,469649570973;"289"
"285-2";2500;1;60;64;"G";0,96;983,383650415768;"291"
"285-2";2400;1;70;50;"G";0,9211;956,469649570973;"293"
"285-2";2400;1;70;56;"G";0,9065;956,469649570973;"295"
"285-2";2400;1;70;56;"G";0,9065;956,469649570973;"297"
"285-2";2400;1;70;56;"G";0,9065;956,469649570973;"299"
"285-2";2500;1;70;56;"G";0,902;983,383650415768;"303"
"285-2";2600;1;60;55;"P";0,9;1032,98345043618;"305"
"285-2";2400;1;70;56;"G";0,9173;956,469649570973;"31"
"285-2";2400;1;70;50;"G";0,9041;956,469649570973;"319"
"285-2";2400;1;70;56;"G";0,9173;956,469649570973;"329"
"285-2";2400;1;70;37;"G";0,9294;956,469649570973;"33"
"285-2";2400;1;70;62;"G";0,9024;956,469649570973;"35"
"180-1";2200;1;60;54;"G";0,9044;1171,53856994013;"37"
"285-2";2400;1;70;56;"G";0,9173;956,469649570973;"39A"
"285-2";2400;1;70;60;"G";0,9153;956,469649570973;"39B"
"285-2";2500;1;60;54;"G";0,9077;983,383650415768;"41"
"1293-2";1700;1;50;51;"G";0,9487;1468,67315441507;"43"
"285-2";2400;1;70;56;"G";0,9173;956,469649570973;"47"
"285-2";2500;1;60;50;"G";0,9048;983,383650415768;"5"
"285-2";2500;1;50;50;"G";0,9024;1020,70135264965;"53"
"285-2";2400;1;70;58;"G";0,9217;956,469649570973;"55A"
"285-2";2500;1;60;49;"G";0,902;983,383650415768;"55B"
"285-2";2500;1;60;52;"G";0,9096;983,383650415768;"57A"
"285-2";2400;1;70;57;"G";0,903;956,469649570973;"57B"
"285-2";2500;1;60;56;"G";0,9211;983,383650415768;"61"
"285-2";2400;1;70;55;"G";0,9242;956,469649570973;"63B"
"285-2";2400;1;70;53;"G";0,98;956,469649570973;"65"
"285-2";2500;1;60;54;"G";0,9796;983,383650415768;"67"
"285-2";2400;1;70;63;"G";0,9318;956,469649570973;"71"
"285-2";2500;1;60;65;"G";0,9211;983,383650415768;"73"
"285-2";2400;1;70;56;"G";0,9327;956,469649570973;"741"
"285-2";2500;1;60;61;"G";0,9434;983,383650415768;"75"
"285-2";2400;1;70;56;"G";0,9012;956,469649570973;"777"
"285-2";2400;1;70;58;"G";0,9032;956,469649570973;"77A"
"285-2";2400;1;70;56;"G";0,9529;956,469649570973;"77B"
"285-2";2400;1;70;60;"G";0,9153;956,469649570973;"79"
"203-1";1000;1;70;61;"G";0,9159;782,31639342372;"81A"
"285-2";2400;1;70;56;"G";0,9277;956,469649570973;"81B"
"285-2";2400;1;70;56;"G";0,9277;956,469649570973;"87"
"285-2";2400;1;70;58;"G";0,9217;956,469649570973;"89"
"203-1";1000;1;70;62;"G";0,9091;782,31639342372;"91"
"285-2";2400;1;70;61;"G";0,903;956,469649570973;"93"
"203-1";1000;1;70;65;"G";0,9141;782,31639342372;"95"
"285-2";2400;1;70;61;"G";0,903;956,469649570973;"97"
"285-2";2400;1;70;52;"G";0,9107;956,469649570973;"99"
"285-2";2400;1;70;56;"G";0,9327;956,469649570973;"9A"
"285-2";2500;1;60;60;"G";0,9;983,383650415768;"9B"
