"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"285-2";2600;1;60;50;"P";0,9189;1032,98345043618;"191"
"180-1";1900;1;50;60;"G";0,906;950,91154106841;"193A"
"180-1";1900;1;50;60;"G";0,9135;950,91154106841;"193B"
"285-2";2600;1;60;61;"P";0,9216;1032,98345043618;"195"
"285-2";2600;1;60;54;"P";0,9239;1032,98345043618;"195A"
"285-2";2600;1;60;53;"G";0,9259;1032,98345043618;"197B"
"180-1";1900;1;50;60;"G";0,906;950,91154106841;"201"
"203-1";1000;1;70;55;"G";0,9266;782,31639342372;"203"
"180-1";1900;1;50;54;"G";0,9348;950,91154106841;"207A"
"285-2";2400;1;60;47;"G";0,9048;956,469649570973;"209"
"285-2";2400;1;60;50;"G";0,9153;956,469649570973;"21"
"180-1";1900;1;50;60;"G";0,9085;950,91154106841;"215A"
"180-1";1900;1;50;58;"G";0,9024;950,91154106841;"215B"
"285-2";2300;1;60;61;"G";0,9388;952,523710078477;"221"
"285-2";2300;1;60;61;"G";0,9388;952,523710078477;"223"
"285-2";2300;1;60;61;"G";0,9388;952,523710078477;"225"
"203-1";1000;1;70;65;"G";0,9275;782,31639342372;"251"
"285-2";2600;1;60;67;"P";0,9412;1032,98345043618;"253"
"180-1";1900;1;50;56;"G";0,9037;950,91154106841;"279"
"180-1";1900;1;50;56;"G";0,9037;950,91154106841;"287"
"180-1";1900;1;50;61;"G";0,9041;950,91154106841;"289"
"285-2";2300;1;60;64;"G";0,96;952,523710078477;"291"
"285-2";2400;1;60;50;"G";0,9211;956,469649570973;"293"
"180-1";1900;1;50;56;"G";0,9037;950,91154106841;"295"
"180-1";1900;1;50;56;"G";0,9037;950,91154106841;"297"
"180-1";1900;1;50;56;"G";0,9037;950,91154106841;"299"
"180-1";1900;1;50;55;"G";0,9118;950,91154106841;"303"
"285-2";2600;1;60;55;"P";0,9;1032,98345043618;"305"
"180-1";1900;1;50;50;"G";0,9023;950,91154106841;"31"
"180-1";1900;1;50;44;"G";0,9041;950,91154106841;"319"
"180-1";1900;1;50;50;"G";0,9023;950,91154106841;"329"
"180-1";1900;1;50;52;"G";0,9059;950,91154106841;"33"
"180-1";1900;1;50;62;"G";0,9024;950,91154106841;"35"
"180-1";2200;1;60;54;"G";0,9044;1171,53856994013;"37"
"180-1";1900;1;50;50;"G";0,9023;950,91154106841;"39A"
"180-1";1900;1;50;60;"G";0,9153;950,91154106841;"39B"
"285-2";2300;1;60;54;"G";0,9077;952,523710078477;"41"
"1293-2";1700;1;50;51;"G";0,9487;1468,67315441507;"43"
"180-1";1900;1;50;50;"G";0,9023;950,91154106841;"47"
"285-2";2500;1;60;50;"G";0,9048;983,383650415768;"5"
"285-2";2500;1;50;50;"G";0,9024;1020,70135264965;"53"
"180-1";1900;1;50;58;"G";0,9217;950,91154106841;"55A"
"285-2";2500;1;60;49;"G";0,902;983,383650415768;"55B"
"180-1";1900;1;50;40;"G";0,904;950,91154106841;"57A"
"180-1";1900;1;50;57;"G";0,9104;950,91154106841;"57B"
"285-2";2300;1;60;56;"G";0,9211;952,523710078477;"61"
"180-1";1900;1;50;55;"G";0,9091;950,91154106841;"63B"
"180-1";1900;1;50;53;"G";0,92;950,91154106841;"65"
"285-2";2300;1;60;54;"G";0,9796;952,523710078477;"67"
"180-1";1900;1;50;63;"G";0,9318;950,91154106841;"71"
"285-2";2300;1;60;65;"G";0,9211;952,523710078477;"73"
"180-1";1900;1;50;56;"G";0,9231;950,91154106841;"741"
"285-2";2300;1;60;61;"G";0,9245;952,523710078477;"75"
"180-1";1900;1;50;56;"G";0,9012;950,91154106841;"777"
"180-1";1900;1;50;56;"G";0,9516;950,91154106841;"77A"
"180-1";1900;1;50;56;"G";0,9412;950,91154106841;"77B"
"180-1";1900;1;50;60;"G";0,904;950,91154106841;"79"
"203-1";1000;1;70;61;"G";0,9159;782,31639342372;"81A"
"180-1";1900;1;50;56;"G";0,9157;950,91154106841;"81B"
"180-1";1900;1;50;56;"G";0,9157;950,91154106841;"87"
"180-1";1900;1;50;58;"G";0,9217;950,91154106841;"89"
"203-1";1000;1;70;62;"G";0,9091;782,31639342372;"91"
"180-1";1900;1;50;60;"G";0,9097;950,91154106841;"93"
"203-1";1000;1;70;65;"G";0,9141;782,31639342372;"95"
"180-1";1900;1;50;60;"G";0,9097;950,91154106841;"97"
"180-1";1900;1;50;52;"G";0,9107;950,91154106841;"99"
"180-1";1900;1;50;56;"G";0,9231;950,91154106841;"9A"
"285-2";2300;1;60;60;"G";0,9;952,523710078477;"9B"
