"BTS";"NUM_TRAINS";"NUM_NOSYS";"SUM_T10_TRAINS";"SUM_T10_SYS";"MIN_BFQ";"Q25_BFQ";"Q50_BFQ";"Q75_BFQ";"MAX_BFQ";"ANZ_SYS"
"15";17;1;9968,58998946591;11922,6238566788;1;1,12126948038175;1,22837292732741;1,24653048207247;1,34629651357708;2
"161";72;6;39234,4325609415;45492,6662852037;1;1,05872055634463;1,16982449107664;1,26475107315434;1,33951751781169;2
"163A";27;2;13851,0000377395;14538,3118469563;1;1;1,03831437553724;1,08732874613789;1,14192129117763;3
"163B";78;7;39079,7584679495;40988,4128797378;1;1;1,05297188754259;1,08971635997335;1,18825866009492;2
"165";47;2;25033,5133898677;30096,107851156;1;1,16982449107664;1,21044593501325;1,26354853381488;1,44776453861593;2
"167A";25;2;13582,9006378221;15533,9135256359;1;1,03685945605351;1,1628231603903;1,20922689354024;1,33321939516778;2
"167";40;3;20774,7859292599;23777,7866257203;1;1,10353841730344;1,14821593737108;1,20069180228257;1,34478391288508;2
"169";182;16;93132,4246789217;103978,214990256;1;1,03916387375028;1,06306417378361;1,18465518278957;1,39700570117375;2
"171A";1;0;592,84316948591;597,493577786885;1,00784424707973;1,00784424707973;1,00784424707973;1,00784424707973;1,00784424707973;1
"171";10;0;5365,79944494219;6087,75585861453;1,00784424707973;1,05911939091484;1,14418998697594;1,18394372499809;1,34322534549152;2
"173A";20;1;12426,2846167409;13790,0570763018;1;1,02100864123349;1,11984959852789;1,18303691727254;1,44974396317502;3
"173B";178;14;90264,2773861344;101345,746450559;1;1,09249542308674;1,12566507144358;1,13575014285034;1,37110267879792;2
"173C";199;18;100829,876111912;114821,955091518;1;1,07482659022217;1,09702733047139;1,17334435075861;1,45331063084705;2
"177A";134;13;69087,4292485488;77652,1145269109;1;1,0923279254885;1,12566507144358;1,13587638746092;1,37110267879792;2
"177B";50;2;25867,3599326204;28829,9550238281;1;1,0396352207815;1,06150107417086;1,12001391614535;1,39271885753034;2
"17";61;5;32249,1611134271;37752,1588304544;1;1,06797272741716;1,20848605624289;1,25417709666769;1,4027086976942;2
"181";67;5;33435,1477935991;34686,6267962934;1;1;1,03315646251058;1,05531069573397;1,17227649273016;2
"183";33;5;16586,592824172;17615,909906616;1;1,04949960920066;1,07433550597885;1,09365453998511;1,13877209990334;2
"185";21;1;11015,2183078678;12105,7637598226;1;1,01030307262306;1,05759374233606;1,08507715858738;1,43852249082918;3
"187A";137;10;71601,3466463639;80458,3922908788;1;1,0783175425252;1,10257297373919;1,14853870020764;1,38380879237605;2
"187B";40;5;21195,7791975965;23374,7033709031;1;1,03527678422947;1,10074636935496;1,123620647736;1,48440396066475;2
"191";37;1;18167,0767086668;18944,217817704;1;1,01912777879367;1,03831437553724;1,05800670907681;1,10875499546098;2
"193A";100;7;49459,9676644381;52210,5127931866;1;1,0090977308561;1,05178194495746;1,12141009576438;1,15018968107456;2
"193B";104;10;52798,4366467357;56176,8452518756;1;1,01118488691106;1,02174137413444;1,06442218661612;1,44522231133848;2
"195A";92;7;45237,8560929486;48158,1359135813;1;1;1,07843163235807;1,10278714417916;1,22889525652149;2
"195";51;4;23901,1675919236;25078,8151614701;1;1;1,07600258545322;1,08351981532825;1,22889525652149;2
"197B";54;5;28129,3898303882;31294,5409791105;1;1,02299483536275;1,08584096067004;1,15018968107456;1,44366135994446;2
"19";52;5;27948,7153099837;32196,727825212;1;1,10234333185791;1,17575937734961;1,22280469096328;1,4422248910949;2
"1";57;5;30353,7712407199;35026,6171451951;1;1,06967246119468;1,1628231603903;1,22654385949002;1,51132769099586;2
"201";49;6;24804,1271198896;25628,6171238881;1;1;1,00916594059329;1,0718306945407;1,14409477196316;2
"203";109;10;54013,8444737895;58202,1799055384;1;1;1,0184091371033;1,07970389927229;1,47493061652333;2
"207A";46;3;24413,3206132454;27219,7842635178;1;1,10074636935496;1,10586807674632;1,15934991780929;1,2658912499431;2
"209";42;4;22519,1776215552;26038,7844175022;1;1,06797272741716;1,16585393704806;1,26689271236013;1,4657404673481;2
"215A";142;10;71488,8732855487;77223,3482575775;1;1;1,01439531462284;1,08948193864406;1,48440396066475;2
"215B";123;10;63137,0874460278;68013,2817599107;1;1;1,00856405888808;1,07435852346949;1,48612746631003;2
"21";59;5;32273,9646878375;38201,6999713238;1;1,09495227752857;1,11852143510107;1,29121904124436;1,51116922068877;2
"221";38;2;18399,7693547538;19647,9278836461;1;1,00856405888808;1,07689173933371;1,11965548861073;1,15018968107456;2
"223";86;12;42572,4914678576;44259,7002640538;1;1;1,04410149476938;1,0518933466645;1,17235760137156;2
"225";23;0;11331,1075840177;11870,3618524183;1,00856405888808;1,00856405888808;1,03171041931422;1,08456948349734;1,16813501721849;2
"251";138;9;67423,1953324215;70266,4658557578;1;1,00916594059329;1,03030380874366;1,05923510829491;1,15395651991276;2
"253";17;1;8271,3162712019;8677,57422139736;1;1,0099284996406;1,03644818761773;1,06524751586254;1,13738528100257;2
"287";1;0;494,965310774064;502,506316794503;1,0152354232838;1,0152354232838;1,0152354232838;1,0152354232838;1,0152354232838;1
"289";25;2;12558,4666432848;13936,2384712879;1;1,03916387375028;1,04589152820025;1,18510387504412;1,3505277115421;2
"291";25;1;13623,3354340536;15554,1489477672;1;1,10391838945582;1,14098259513422;1,22960051571783;1,40233372572689;2
"293";152;14;83342,431215258;97026,3323018858;1;1,07562026380696;1,12368986404153;1,24043084652391;1,51812720660663;2
"295";10;1;4904,55922444493;5647,44686324362;1;1,10654959688766;1,16100191852221;1,1799182534783;1,30961274465423;2
"297";46;1;23171,51355372;26593,8181431893;1;1,05468505072872;1,06951343183352;1,24936733865021;1,38724163940042;2
"299";14;5;8387,22519708884;8737,91977675428;1;1;1,01795309891742;1,03742471122337;1,36935573057852;2
"303";102;10;54550,9735442534;62283,7033780928;1;1,05473978990019;1,1628231603903;1,2142816777967;1,33951751781169;2
"305";30;2;14865,0646505188;15680,9513902776;1;1,00978630356018;1,03785046947488;1,0965961877225;1,16939940716404;2
"319";73;7;38634,8350281702;44770,7382911689;1;1,05881601467195;1,11627076408151;1,2477051121926;1,54024025692562;2
"31";29;1;14595,1696178095;16139,6883314812;1;1,05980493444779;1,08024550171563;1,12566507144358;1,48623674935989;2
"329";30;4;16165,2782161535;18175,7838111347;1;1,0508594066725;1,09904166765465;1,15769708110226;1,4008326582811;2
"33";85;8;45363,9047224496;53745,077409044;1;1,06797272741716;1,18162238293643;1,28259690390979;1,51456957475948;2
"35";41;2;21443,959045102;24944,3384918489;1;1,09670456164732;1,1784256554479;1,25067389138664;1,28021177675493;2
"37";136;13;77157,2931226803;87912,409462517;1;1,06552576008738;1,14696303805287;1,24059077662669;1,45786312745388;2
"39A";63;4;33616,1807845135;39250,202084091;1;1,09903844323083;1,14467286009682;1,24184040118186;1,44285132736224;2
"39B";59;5;31645,3940361197;35949,0032939931;1;1,03928511683252;1,10411864922525;1,22163146707501;1,39146673189145;2
"41";65;4;34539,2417846512;39904,7327662247;1;1,08904471116624;1,14192129117763;1,21350681317029;1,48623674935989;2
"43";39;2;22905,1677069214;26569,9993280889;1;1,03730106784885;1,16743192626132;1,27482692490597;1,56444045596366;3
"47";11;4;6122,51594358093;6816,21381138836;1;1;1,05881601467195;1,12963998262516;1,44922887333424;2
"53";82;4;47603,4496161078;53017,9288569383;1;1,06797272741716;1,10594527722508;1,18088120102344;1,48233000833033;3
"55A";29;3;15780,74606523;17937,0394746799;1;1,04907550627605;1,14155365211598;1,21484433501483;1,3506071479587;2
"55B";51;5;28720,5015244861;34240,4798023753;1;1,08764290580664;1,21805996567472;1,31750798564569;1,49857452816138;2
"57A";177;16;96277,7060857183;109301,003902885;1;1,06797272741716;1,13287332433589;1,20108171100516;1,37074075907211;2
"57B";134;11;70202,1634654932;80586,4273008683;1;1,0855511042613;1,1505301491766;1,22099810979115;1,3855622345944;2
"5";42;4;23294,7955466692;26413,538463943;1;1,05881601467195;1,102474350035;1,14627883705179;1,43491117767104;2
"61";38;2;19307,1991404776;21920,0134548613;1;1,07896239752038;1,12219179259556;1,22669490519106;1,30961274465423;2
"63B";66;6;32855,6017431469;37668,9621383919;1;1,05109640358696;1,13658452924231;1,16019541963316;1,52320145151655;2
"65";50;4;26398,1048180115;29995,394473041;1;1,0711326266145;1,11638813392253;1,23306695474537;1,31176997733185;2
"67";49;4;23727,9161908226;25945,3599302786;1;1,04145747756818;1,07828137681615;1,16535424239093;1,21169627852671;2
"71";44;4;20100,0312038277;21825,1628463059;1;1,07986766406362;1,09229779051257;1,09428649820128;1,20938216901162;2
"73";38;2;19560,7706602481;22664,0735068155;1;1,06969018737324;1,14854908904165;1,24666087662877;1,4113925337792;2
"741";42;8;23254,9543896163;25818,4747992032;1;1,04589421466487;1,10575540982079;1,20697781743094;1,35093249315472;2
"75";53;3;27296,9610772362;31274,9576095554;1;1,0748425672415;1,1503115210348;1,2157107042468;1,4113925337792;2
"777";3;0;1495,28881030857;1507,51895038351;1;1,00458297029664;1,00916594059329;1,01312059362506;1,01707524665682;1
"77A";124;7;66388,1166322997;76663,2317678191;1;1,05881601467195;1,10299982295082;1,26684040208616;1,51132769099586;2
"77B";85;6;45935,1321916902;52833,4128385507;1;1,10160517810582;1,1518591046336;1,19895446069826;1,51132769099586;2
"79";135;13;71167,390851295;78486,1033403352;1;1,02264595099319;1,07272448717964;1,13403700012566;1,4351778732067;2
"81A";107;8;55889,2886713688;61218,4335041405;1;1,01213668991886;1,05923510829491;1,14082990474928;1,35666397953036;2
"81B";27;2;14463,5968444918;17061,2291253252;1;1,06517900103867;1,17673857043149;1,25222368185497;1,60930669122325;2
"87";56;5;30578,7076163683;35143,6180976442;1;1,10386758169563;1,1518591046336;1,19825503513448;1,44815768837804;2
"89";137;12;69766,5749545994;75717,8803354232;1;1,02059485319124;1,03002771891627;1,08548047845148;1,47561332537928;2
"91";99;6;48951,9115617396;51236,8714860143;1;1,01001943418566;1,03716659393331;1,07799009138674;1,14842268273567;2
"93";25;5;13174,0152043186;13895,3227138642;1;1,03101638462064;1,05461595944442;1,06730476140255;1,20996308033763;1
"95";128;7;62719,6259940409;65201,8523023682;1;1,00916594059329;1,01779203544233;1,05522732773068;1,17384025148237;2
"97";274;20;138547,124197453;154494,615467387;1;1,02201768769233;1,05304088807636;1,15213182706524;1,47561332537928;2
"99";42;4;24631,075878186;27655,9500225344;1;1,05014515655733;1,10131665114193;1,17149124713484;1,70301734468198;3
"9A";62;2;32310,1387059546;36911,94263843;1;1,10074636935496;1,1231507456892;1,21692928030989;1,36470861165391;2
"9B";70;3;35871,2650300084;40815,89292007;1;1,06797272741716;1,12070954351603;1,20585462376911;1,36470861165391;2
