"BTS";"NUM_TRAINS";"NUM_NOSYS";"SUM_T10_TRAINS";"SUM_T10_SYS";"MIN_BFQ";"Q25_BFQ";"Q50_BFQ";"Q75_BFQ";"MAX_BFQ";"ANZ_SYS"
"173B";178;17;90264,2773861344;98409,8605594127;1;1,00945827885043;1,03816051285833;1,16939940716404;1,29951216803809;2
"173C";199;19;100829,876111912;111626,559087114;1;1,02428246928449;1,03816051285833;1,22236423704521;1,29951216803809;2
"177A";134;12;69087,4292485488;75894,0540658369;1;1,02894200386692;1,04093995966924;1,19067169690065;1,29227980532274;2
"177B";50;6;25867,3599326204;27633,6790740828;1;1,00877540409711;1,02894200386692;1,08167902607394;1,29951216803809;2
"17";61;6;32249,1611134271;36575,0065014316;1;1,09653712323122;1,13860043826612;1,1695360668578;1,33829940929255;2
"181";67;5;33435,1477935991;34686,6267962934;1;1;1,03315646251058;1,05531069573397;1,17227649273016;2
"183";33;4;16586,592824172;17959,2553264469;1;1,05923510829491;1,08931306562846;1,12968447876559;1,15934525444411;2
"185";21;1;11015,2183078678;12362,1750019271;1;1,05547743174054;1,09491735141718;1,12580443024952;1,43852249082918;3
"187A";137;11;71601,3466463639;79247,8664971066;1;1,00877540409711;1,0713521494961;1,22444190284517;1,29227980532274;2
"187B";40;5;21195,7791975965;23345,2177951274;1;1,042785753327;1,10810845442178;1,13077274479875;1,32731500632007;2
"191";37;1;18167,0767086668;18944,217817704;1;1,01912777879367;1,03831437553724;1,05800670907681;1,10875499546098;2
"193A";100;7;49459,9676644381;52210,5127931866;1;1,0090977308561;1,05178194495746;1,12141009576438;1,15018968107456;2
"193B";104;9;52798,4366467357;56424,8023044362;1;1;1,01707524665682;1,10621358529332;1,29227980532274;2
"195A";92;7;45237,8560929486;48463,4490444621;1;1,03311090206974;1,05601307817557;1,13186855122922;1,21360221249257;2
"195";51;4;23901,1675919236;25857,0323911659;1;1,03349356840032;1,08050407893275;1,13186855122922;1,14966440883383;2
"197B";54;5;28129,3898303882;30499,2727796008;1;1,02299483536275;1,07825631482506;1,13848633010641;1,29672269205862;2
"19";52;5;27948,7153099837;32168,0687191952;1;1,13066838650502;1,17773314520658;1,20476783230729;1,26053951649591;2
"1";57;4;30353,7712407199;36641,062460662;1;1,10810845442178;1,17208222232205;1,33517550337189;1,49053848600498;2
"201";49;6;24804,1271198896;25628,6171238881;1;1;1,00916594059329;1,0718306945407;1,14409477196316;2
"203";109;7;54013,8444737895;57527,5100303086;1;1,00764027083816;1,02569787663305;1,11219430154436;1,31884419098129;2
"207A";46;4;24413,3206132454;26190,5865382934;1;1;1,04032290261044;1,1185602759634;1,29637639510648;2
"209";42;4;22519,1776215552;26307,3985918017;1;1,08141838879907;1,18952538833552;1,26887601363555;1,41779918615053;2
"215A";142;11;71488,8732855487;75423,0291500086;1;1;1,01204492826416;1,08948193864406;1,32731500632007;2
"215B";123;11;63137,0874460278;66369,5173503774;1;1;1,00856405888808;1,05923510829491;1,32885611976835;2
"21";59;5;32273,9646878375;38692,315485568;1;1,11433763726349;1,13535230890293;1,32296505828755;1,53691417371569;2
"221";38;2;18399,7693547538;19647,9278836461;1;1,00856405888808;1,07689173933371;1,11965548861073;1,15018968107456;2
"223";86;12;42572,4914678576;44259,7002640538;1;1;1,04410149476938;1,0518933466645;1,17235760137156;2
"225";23;0;11331,1075840177;11870,3618524183;1,00856405888808;1,00856405888808;1,03171041931422;1,08456948349734;1,16813501721849;2
"251";138;9;67423,1953324215;70266,4658557578;1;1,00916594059329;1,03030380874366;1,05923510829491;1,15395651991276;2
"253";17;1;8271,3162712019;8677,57422139736;1;1,0099284996406;1,03644818761773;1,06524751586254;1,13738528100257;2
"279";40;2;19987,0184183175;21448,5449355952;1;1,00878913605341;1,03565848768446;1,10488264089661;1,28114041588764;2
"287";1;0;494,965310774064;502,506316794503;1,0152354232838;1,0152354232838;1,0152354232838;1,0152354232838;1,0152354232838;1
"289";25;2;12558,4666432848;13553,188097054;1;1,00877540409711;1,01707524665682;1,15044765377591;1,28329833274812;2
"291";25;1;13623,3354340536;15197,3144675306;1;1,08729556056654;1,09947646297056;1,11400064375302;1,35507253143848;2
"293";152;14;83342,431215258;96430,681462722;1;1,07511561363254;1,13345483150572;1,2444165929663;1,47798555511179;2
"295";10;1;4904,55922444493;5558,40042743448;1;1,02445079332751;1,0904043089341;1,22201176692307;1,3469272126643;2
"297";46;2;23171,51355372;25939,8827013755;1;1,03197678304532;1,08982700329438;1,21784397551225;1,29951216803809;2
"299";14;6;8387,22519708884;8682,24239983558;1;1;1,00428202944404;1,0243792226927;1,26615225381936;2
"303";102;6;54550,9735442534;61957,7756327143;1;1,04410149476938;1,13643673520756;1,19509801122676;1,42194562894874;2
"305";30;2;14865,0646505188;15680,9513902776;1;1,00978630356018;1,03785046947488;1,0965961877225;1,16939940716404;2
"319";73;6;38634,8350281702;44847,8414998726;1;1,10038026369368;1,13345483150572;1,25549772997786;1,46781877306557;2
"31";29;1;14595,1696178095;16284,3350830697;1;1,07511561363254;1,09585147955168;1,14192721197355;1,34812599117972;2
"329";30;4;16165,2782161535;17993,6327880467;1;1,06604085254133;1,11378003110456;1,1542591007791;1,27065820215755;2
"33";85;8;45363,9047224496;53925,6545160163;1;1,07511561363254;1,18952538833552;1,27711013806979;1,49046562853273;2
"35";41;3;21443,959045102;23926,7442594924;1;1,07511561363254;1,12094380479436;1,15445667182914;1,27648875331568;2
"37";136;13;77157,2931226803;89944,798629721;1;1,07770495621472;1,13703851467786;1,27203527194687;1,43962547683091;2
"39A";63;4;33616,1807845135;38219,4487736023;1;1,10252500986853;1,13345483150572;1,18952538833552;1,28705657939698;2
"39B";59;5;31645,3940361197;35215,9787178515;1;1,04120793515331;1,10488264089661;1,16716647226507;1,33868744120721;2
"41";65;6;34539,2417846512;39567,3555150488;1;1,07511561363254;1,11433763726349;1,2444165929663;1,4173323061965;2
"43";39;2;22905,1677069214;27869,5163879109;1;1,07347315408662;1,13488029947366;1,33849584537445;1,62927380323755;3
"47";11;3;6122,51594358093;6867,35174265481;1;1,03755780681627;1,10415058466247;1,23228344182637;1,31455712701993;2
"53";82;5;47603,4496161078;55324,8372208544;1;1,05183292990372;1,08783974741369;1,30733273880641;1,58474319878926;3
"55A";29;6;15780,74606523;17528,8806250221;1;1,07511561363254;1,1196767965644;1,17353937528181;1,28705657939698;2
"55B";51;5;28720,5015244861;34549,9922491882;1;1,09658029058304;1,22574564822339;1,3296686207162;1,49857452816138;2
"57A";177;17;96277,7060857183;108895,040158039;1;1,07511561363254;1,14045028303945;1,19702505807471;1,34271694727189;2
"57B";134;11;70202,1634654932;79348,1289337104;1;1,08548022970116;1,1288594107605;1,18952538833552;1,29006695941555;2
"5";42;4;23294,7955466692;26658,7318770506;1;1,07511561363254;1,11944603304782;1,15872365801911;1,43491117767104;2
"61";38;2;19307,1991404776;21950,9358242252;1;1,0980560486746;1,13604690444807;1,20004111279002;1,2806692180613;2
"63B";66;6;32855,6017431469;36608,9129969991;1;1,05109640358696;1,13311592424725;1,14246837720428;1,38209864244547;2
"65";50;4;26398,1048180115;29455,9569060428;1;1,07829664707783;1,12099839540452;1,16890588011883;1,29343401472015;2
"67";49;4;23727,9161908226;26012,6964258607;1;1,04674898647362;1,13127556344083;1,14277085977152;1,21169627852671;2
"71";44;4;20100,0312038277;22411,7933547508;1;1,12631051133049;1,13658452924231;1,14156092950257;1,20938216901162;2
"73";38;3;19560,7706602481;21861,9029884673;1;1,07511561363254;1,11122870100772;1,17116131508164;1,28495491536084;2
"741";42;9;23254,9543896163;25662,6793372317;1;1,04824627961566;1,0984227675821;1,16505055258922;1,29556075811263;2
"75";53;4;27296,9610772362;30613,620278386;1;1,08203140077643;1,11827051233546;1,17554671642713;1,27648875331568;2
"777";3;0;1495,28881030857;1507,51895038351;1;1,00458297029664;1,00916594059329;1,01312059362506;1,01707524665682;1
"77A";124;11;66388,1166322997;72945,1522809906;1;1,07146704372284;1,10810845442178;1,125054438758;1,29705587130553;2
"77B";85;6;45935,1321916902;53459,767412273;1;1,07146704372284;1,11842037989245;1,27684012278439;1,49053848600498;2
"79";135;13;71167,390851295;77621,414495901;1;1,01213668991886;1,05923510829491;1,12497195005535;1,38139952421985;2
"81A";107;8;55889,2886713688;61218,4335041405;1;1,01213668991886;1,05923510829491;1,14082990474928;1,35666397953036;2
"81B";27;2;14463,5968444918;17013,5040541572;1;1,0723032020675;1,17592653770775;1,2355540094437;1,58716972721712;2
"87";56;4;30578,7076163683;35445,0640433394;1;1,07420347115511;1,10810845442178;1,26470972777094;1,42823742408183;2
"89";137;7;69766,5749545994;75777,8593759265;1;1,00916594059329;1,03644818761773;1,13764391061868;1,35998393204229;2
"91";99;6;48951,9115617396;51236,8714860143;1;1,01001943418566;1,03716659393331;1,07799009138674;1,14842268273567;2
"93";25;5;13174,0152043186;13840,6055204142;1;1,00764027083816;1,009562162476;1,0718306945407;1,29088404361344;2
"95";128;7;62719,6259940409;65201,8523023682;1;1,00916594059329;1,01779203544233;1,05522732773068;1,17384025148237;2
"97";274;24;138547,124197453;149884,380133961;1;1,00917283466085;1,04410149476938;1,13684948530063;1,31945465129632;2
"99";42;4;24631,075878186;28405,8313476443;1;1,05262226537294;1,0718306945407;1,11827051233546;1,91414033147287;3
"9A";62;1;32310,1387059546;37026,0511574312;1;1,03754042609143;1,12053372323211;1,2446169675915;1,38598584518947;2
"9B";70;6;35871,2650300084;39767,529321216;1;1,00889310164451;1,09247241426608;1,20301778873032;1,32310824419695;2
